,post_url,text,label
637,https://facebook.com/nytimes/posts/10152878931624999,packed panic said maryna danyliuk year old retiree ukraine afraid turn light decided take shower chance packed document bring family photograph big box room said later regretted decision end took another spare tire left yesterday said today abandoned everything left abandoned everything left ukrainian flee ahead russian advance,sad
1521,https://facebook.com/nytimes/posts/10152870211744999,narrowly focused vaccine mandate driver entering canada trucker protest ballooned sprawling campaign various grievance trucker protest canada need know,angry
535,https://facebook.com/nytimes/posts/10152880124969999,egypt import wheat ukraine russia tunisia already struggling pay grain import ukrainian suffer invasion upheaval threatens strain economy across middle east well,sad
3656,https://facebook.com/nytimes/posts/10152543763319999,dominion voting system sent letter former trump lawyer sidney powell demanding retract wild knowingly baseless false accusation company voting machine dominion demand sidney powell retract baseless false allegation voting machine,others
2124,https://facebook.com/nytimes/posts/10152834623194999,breaking news european union took major step toward requiring gig worker entitled minimum wage legal protection europe push new rule turning gig worker employee,others
4165,https://facebook.com/nytimes/posts/10152444950374999,failed job purpose joe biden tore president trump wednesday new revelation forthcoming book journalist bob woodward trump knowingly minimized risk coronavirus biden michigan push job plan tear trump virus response,others
2319,https://facebook.com/nytimes/posts/10152783460709999,senator charles grassley iowa said would seek eighth term sparing republican bitter primary fight succeed iowa grassley seek eighth term senate,angry
4575,https://facebook.com/nytimes/posts/10152357836259999,europe reopens fit start one michelin starred restaurant berlin scrambled reopen within hour authority suddenly allowed completely different style said restaurant longest serving waiter make work without looking like medical station hospital german restaurant sommelier lift mask smell wine,others
2486,https://facebook.com/nytimes/posts/10152775180074999,election thrust arnold schwarzenegger power first time many american heard recall long history california recall election,others
312,https://facebook.com/nytimes/posts/10152882678419999,lee young ae south korean actress popular ukraine donated help victim war ukrainian ambassador designate seoul said lee said hoped ukrainian people lose hope courage live update ukrainian flee russia bombard civilian,others
5782,https://facebook.com/nytimes/posts/10152023321269999,mass shooting keep happening even realize summer alone left people dead reviewed found distinct clear pattern emerged see,sad
5177,https://facebook.com/nytimes/posts/10152210313759999,mick mulvaney acting white house chief staff accused medium exaggerating seriousness coronavirus attempt bring president medium covering coronavirus bring president mulvaney claim,others
731,https://facebook.com/nytimes/posts/10152877830924999,gov greg abbott told state health agency texas medical treatment provided transgender adolescent widely considered standard care medicine classified child abuse existing state law texas governor push investigate medical treatment trans youth child abuse,angry
2575,https://facebook.com/nytimes/posts/10152771318569999,past year rana singh sodhi devoted life teaching others sikh spirituality brother balbir singh sodhi wore turban shot death four day sept man wrongly assumed muslim,others
6479,https://facebook.com/nytimes/posts/10151909200589999,meet cute first step joining tinder last step deleting find week tiny love story tiny love story meet cute,others
389,https://facebook.com/story.php?story_fbid=10152882001379999&id=5281959998,breaking news danger climate change mounting rapidly could soon overwhelm ability adapt un report found effect climate change much widespread much negative expected one researcher said climate change harming planet faster adapt warns,others
3415,https://facebook.com/nytimes/posts/10152622564699999,rev jesus zamarripa recently presided two funeral mass east los angeles predominantly latino neighborhood hit particularly hard pandemic people afraid said weekend mourning los angeles church,sad
2737,https://facebook.com/nytimes/posts/10152712456359999,britney spear felt forced stay mental health facility perform conservatorship gave father control affair court record obtained new york time reveal fighting arrangement court,sad
832,https://facebook.com/nytimes/posts/10152876883029999,russia recognition independence donetsk luhansk two separatist region eastern ukraine fraught meaning matter russia recognized donetsk luhansk,angry
8146,https://facebook.com/nytimes/posts/10151599155354999,using detergent leave clothes cleaner clean gross workout gear,others
7515,https://facebook.com/nytimes/posts/10151689322694999,option grand jury report could also implication president trump force justice department shut robert mueller investigation legal expert urge release watergate report offer mueller road map,others
4263,https://facebook.com/nytimes/posts/10152439422149999,sarah sander writes new book north korea leader kim jong un winked president trump joked going north korea husband kid miss hero country sander say trump joked taking one team kim jong un,others
7175,https://facebook.com/nytimes/posts/10151772764779999,ever moon stephen curry asked podcast called winging others unison agreed answer going come get u curry replied sorry want start conspiracy stephen curry doubt moon landing nasa offer show rock,others
67,https://facebook.com/nytimes/posts/10152884492444999,fire broke complex ukraine home europe largest nuclear power plant russian troop fired area ukraine foreign minister said security camera footage verified new york time showed building ablaze inside power complex near line military vehicle follow live update fire break nuclear complex ukraine say russian force move,angry
567,https://facebook.com/nytimes/posts/10152879687514999,president biden friday nominated judge ketanji brown jackson supreme court confirmed would make history becoming first black woman serve justice,others
6774,https://facebook.com/nytimes/posts/10151840635394999,justice clarence thomas asked question supreme court argument last month made silence opinion day questioning new york time sullivan roe wade gideon wainwright precedent meet clarence thomas may get along,angry
3182,https://facebook.com/nytimes/posts/10152634767704999,supporter nearly century old equal right amendment pandemic economic crisis highlighted vulnerable american woman without explicit legal protection lawmaker pushing era trying seize moment,others
1111,https://facebook.com/nytimes/posts/10152874135909999,year old girl held juvenile detention center day classmate impersonated social medium make threat school family filed lawsuit school instagram failing protect,others
6099,https://facebook.com/nytimes/posts/10151942414124999,seems might year protest ordinary citizen see democracy backsliding stirred people normally mobilize rush street protester worldwide see democracy backsliding,others
2137,https://facebook.com/nytimes/posts/10152834213699999,one another school board meeting dozen alumna babylon high school long island spoke predatory culture well known older girl would warn incoming seventh grader teacher stay away school district investigates claim longtime sexual misconduct teacher,angry
6262,https://facebook.com/nytimes/posts/10151930920089999,elaine chao sold stock owned one biggest manufacturer highway construction material day holding raised question potential conflict interest transportation secretary elaine chao sell stock highway supply company,angry
1971,https://facebook.com/nytimes/posts/10152839124824999,jpmorgan chase fined million regulator friday failing track work related communication employee personal cellphone email jpmorgan fined million staff used personal chat company business,others
7297,https://facebook.com/nytimes/posts/10151763224604999,people faced criminal charge stem investigation russian interference election everyone charged result mueller investigation,others
240,https://facebook.com/nytimes/posts/10152883244489999,first sotu president biden vowed president vladimir putin russia would pay price invading ukraine biden also made fresh pitch stalled domestic agenda biden vow make putin pay price invading ukraine,others
8057,https://facebook.com/nytimes/posts/10151604813544999,new york time magazine annual new york issue group photographer captured love lust heartache nyc single day may,others
6016,https://facebook.com/nytimes/posts/10152007292364999,representative bill flores texas announced seek election th republican house member state fifth texas republican congressman seek election,others
7666,https://facebook.com/nytimes/posts/10151678697444999,suggestion take story another outlet first raised nbc ronan farrow said reporting harvey weinstein took became clear blocked reporting open warfare erupts nbc news ronan farrow,others
9,https://facebook.com/nytimes/posts/10152884929234999,cultural institution worldwide grappling whether boycott russian artist war ukraine continues attention focused close president vladimir putin measure also taken russian apparent tie boycott russian film beyond question,sad
4152,https://facebook.com/nytimes/posts/10152445777604999,mapped major wildfire burning across california oregon washington california washington oregon fire tracking map,sad
4496,https://facebook.com/nytimes/posts/10152365384394999,arizona sheriff rose national attention saying enforce statewide stay home order tested positive coronavirus scheduled appear near president trump white house ceremony sheriff defied arizona lockdown infected coronavirus,others
8151,https://facebook.com/nytimes/posts/10151599175664999,mere prospect italian withdrawal eurozone dangerous future eu bailout greece brexit squabble rule law hungary poland steven erlanger writes italy uncertainty push euro fore last place europe want,others
8584,https://facebook.com/nytimes/posts/10151496515919999,version chocolate lover cooking chocolate chip hamantaschen recipe,others
3965,https://facebook.com/nytimes/posts/10152458843314999,opinion breonna taylor family wanted many protester wanted constitution mechanism justice work way work others melanye price writes opinion breonna taylor deserved justice,sad
6934,https://facebook.com/nytimes/posts/10151831650744999,new york time opinion section federal state level immediate step required curtail alarming rise hate crime extremist violence country writes attorney western district virginia opinion grave threat white supremacy far right extremism,angry
2656,https://facebook.com/nytimes/posts/10152715753594999,doctor strongly discourage people scraping inside ear knowing better anyway part make u human vanessa hua writes,others
1688,https://facebook.com/nytimes/posts/10152868702734999,democratic governor california connecticut delaware oregon new jersey monday announced plan end mask mandate citing drop covid case several state start rolling back mask mandate infection fall,others
5581,https://facebook.com/nytimes/posts/10152108116264999,cory booker whose presidential campaign struggling unveiled plan invest billion historically black college university minority serving institution cory booker bet billion historically black college university,others
2872,https://facebook.com/nytimes/posts/10152706852304999,long divisive reign benjamin netanyahu officially ended sunday night israel parliament gave vote confidence coalition government stitched together widely disparate anti netanyahu force netanyahu ousted israeli parliament vote new government,others
5176,https://facebook.com/nytimes/posts/10152210339169999,senator tim kaine virginia democrat vice presidential nominee endorsed joe biden friday day virginia primary set march follow live update ahead south carolina primary super tuesday,others
4924,https://facebook.com/nytimes/posts/10152231524664999,public health personal health health public large one person get treatment person posing risk everyone coronavirus deepens inequality inequality worsens spread,sad
1369,https://facebook.com/nytimes/posts/10152871602159999,marco odermatt switzerland world top giant slalom skier event beijing winter olympics navigating unusual perhaps unwelcome coating fresh powder earn first gold medal,others
6390,https://facebook.com/nytimes/posts/10151920484814999,one hollywood heaviest hitter producer investor peter chernin started campaign raise million dollar help fund legal attack new anti abortion law georgia state hollywood producer seek raise fund battle anti abortion law,others
365,https://facebook.com/nytimes/posts/10152882199444999,breaking news fifa ban russia team ejecting country qualifying world cup week play one europe final place tournament uefa join fifa issuing honoring ban fifa ban russia ejecting world cup qualifying,others
3989,https://facebook.com/nytimes/posts/10152457197099999,high low oddity watching film festival home film critic scott manohla dargis thought largely virtual toronto new york film festival watched fall film festival home went,others
950,https://facebook.com/nytimes/posts/10152875821539999,calm denis year old ukrainian military driver said several mortar shell landed road behind eastern ukraine shelling intensified eastern ukraine seemingly routine press tour turned frantic rush safety calm said mortar shell fell road behind u,sad
5562,https://facebook.com/nytimes/posts/10152109976964999,testimony jonathan turley republican sole witness crystallizes constitutional dilemma facing congress push forward impeachment rather waiting evidence white house withheld trump blocked key impeachment witness congress wait,angry
8615,https://facebook.com/nytimes/posts/1985467305004115,wake florida shooting president trump asked regulation banning called bump stock different firearm accessory work,angry
5323,https://facebook.com/nytimes/posts/10152127439079999,joe biden built career presidential campaign belief bipartisanship critic candidate ask political consensus dangerous compromise listen today episode daily candidate joe biden,others
395,https://facebook.com/nytimes/posts/10152881953969999,whole world ready fight stay end ukrainian britain take cause back home,others
4944,https://facebook.com/nytimes/posts/10152230082329999,china made half world mask coronavirus emerged expanded production nearly fold since nation need mask pressure rising beijing resume export world need mask china make hoarding,angry
3432,https://facebook.com/nytimes/posts/10152621148599999,protest lawsuit native american group environmentalist biden administration monday moved temporarily block transfer land arizona slated become one largest copper mine protest native american lead delay arizona copper mine project,others
919,https://facebook.com/nytimes/posts/10152876102219999,image stopped cold josh koskoff connecticut lawyer scanning crime scene photo sandy hook school shooting noticed two ammunition magazine crudely duct taped together speed reloading classroom floor gunman dropped rampage killed first grader six educator newtown connecticut photo checkmate moment koskoff said novel legal strategy ultimately resulted million settlement last week family nine sandy hook victim insurer remington maker rifle used massacre largest payout far mass shooting related case gun manufacturer devastated congress pas gun control legislation sandy hook shooting family two difficult front gun manufacturer conspiracy theorist including alex jones persistence creative legal strategy tech expertise sandy hook family savor long awaited legal win,others
661,https://facebook.com/nytimes/posts/10152878671859999,beyond battlefield economic military diplomatic consequence russia attack ukraine reverberate around world could happen next crisis,sad
4344,https://facebook.com/nytimes/posts/10152435688064999,nba committed series social justice effort including converting arena polling location day nba player inspired became sweeping work stoppage across pro sport response police shooting jacob blake player union agree resume play,others
2924,https://facebook.com/nytimes/posts/10152704444914999,provocative new exhibition series make case whole world object pertaining woman mother pregnant people overlooked perspective form function unstudied term design history menstrual cup museum time,others
5809,https://facebook.com/nytimes/posts/10152021728474999,new york time science september pm sky emptying number bird united state canada fallen percent since scientist reported thursday billion fewer bird taking wing year ago,sad
8602,https://facebook.com/nytimes/posts/1985548801662632,scene annihilation director alex garland discus strange mutation animal plant found uncommon wood,others
2042,https://facebook.com/nytimes/posts/10152836903584999,british prime minister boris johnson facing cascade bad news extreme raised question whether even hang power next election,others
7923,https://facebook.com/nytimes/posts/10151612215844999,trump called kim jong un strong head north korea adding speaks people sit attention want people trump later said kidding trump agrees meeting kim jong un gave north korean leader credibility,angry
4633,https://facebook.com/nytimes/posts/10152352926009999,tracking coronavirus outbreak around world new zealand flattened curve,others
7945,https://facebook.com/nytimes/posts/10151611133804999,lawyer say gatekeeper marvel comic legend stan lee memorabilia collector inserted mr lee life caregiver restraining order issued stan lee gatekeeper,others
7701,https://facebook.com/nytimes/posts/274776353131140,leaving meant leaving syria doctor meant deserting syrian people story dr mohammed al bardan patient lifesaver government president bashar al assad enemy,sad
4964,https://facebook.com/nytimes/posts/10152228013384999,step sport league around world taken response coronavirus pandemic read virus affecting daily life worldwide,others
3591,https://facebook.com/nytimes/posts/10152548055459999,year bubble athlete forcefully demanding racial justice game continuous cycle player team fan sport moment stood year full sport moment despite empty stand,others
8525,https://facebook.com/nytimes/posts/10151503560614999,kick woman history month new york time science look back work maria sibylla merian pioneering woman science emerges year new york time science march mark first day woman history month look back pioneering study maria sibylla merian whose scientific work dismissed forgotten magnum opus metamorphosis insectorum surinamensium republished last year historian looked remember discovery,others
3458,https://facebook.com/nytimes/posts/10152619405439999,watch captain tom year old world war ii veteran raised million britain national health service pandemic walking lap garden received military honor funeral saturday,others
4367,https://facebook.com/nytimes/posts/10152376199854999,number coronavirus infection many part time higher reported rate according data released friday cdc actual coronavirus infection vastly undercounted data show,sad
3887,https://facebook.com/nytimes/posts/10152529374504999,christmas tree rockefeller center lit wednesday night display january see see rockefeller center christmas tree,others
1083,https://facebook.com/nytimes/posts/10152874479519999,ceo co founder popular brewery brooklyn came fire week describing coronavirus vaccine mandate crime humanity drawing comparison jim crow south nazi germany head popular brewery brooklyn spark backlash vaccine mandate comment,angry
4394,https://facebook.com/nytimes/posts/10152372948429999,rundown highlight worth watching late night tv late night celebrates joe biden joe mentum,others
6007,https://facebook.com/nytimes/posts/10152007873334999,new york time opinion section nicholas kristof writes chinese president hard line toward hong kong alarming taiwanese reducing chance ever peaceful unification china opinion war china could begin,others
8048,https://facebook.com/nytimes/posts/2032376706979841,gavin newsom john cox face race governor newsom democrat lieutenant governor former mayor san francisco cox republican businessman backed president trump read,others
8108,https://facebook.com/nytimes/posts/10151601959529999,job market strong one mystery remains lackluster wage growth job recovery longer view,angry
270,https://facebook.com/nytimes/posts/10152883033919999,one woman grew russia life kyiv ukrainian husband said cousin believe called say ukraine invaded russia conducting operation nazi said cousin told,sad
3560,https://facebook.com/nytimes/posts/10152550027524999,president trump wednesday gave clemency roger stone paul manafort charles kushner among others list pardon commutation issued term people trump pardoned far,angry
2365,https://facebook.com/nytimes/posts/10152781394399999,breaking news willie garson actor best known role carrie bradshaw close friend stanford blatch sex city died willie garson sex city actor dy,sad
6735,https://facebook.com/nytimes/posts/10151843559264999,incentive amazon com open new york stirred fierce debate hudson yard huge manhattan development received much amazon tax break incentive big hudson yard bigger,angry
1808,https://facebook.com/nytimes/posts/10152844396564999,metropolitan diary tale two hot dog vendor claimed top spot reader year read winning entry four favorite best metropolitan diary item reader speak,others
4235,https://facebook.com/nytimes/posts/10152441027699999,economy added million job last month people furloughed earlier pandemic brought back work pace hiring far slower spring still million work much job gain came hiring close temporary worker census laid census canvassing end later month unemployment rate fell percent lower peak great recession number job still million job pre pandemic level read,sad
6687,https://facebook.com/nytimes/posts/10151846202859999,new york time opinion section rainesford stauffer writes bigger outrage legal version purchasing advantage happens every college application season entire industry supporting opinion learned college admission always sale,angry
4771,https://facebook.com/nytimes/posts/10152338399639999,central park show need right james poniewozik writes show creator bob burger nyt critic pick review central park show need right,others
4479,https://facebook.com/nytimes/posts/10152366191094999,naming one essence freedom martha jones writes among u called unique name sign quest freedom persists ida maya rosa harriet power name,others
34,https://facebook.com/nytimes/posts/10152884717164999,russian force seized zaporizhzhia nuclear plant largest europe earlier fire complex ukraine extinguished immediate sign radiation leak follow live update ukraine live update russian seize europe largest nuclear plant fire,angry
1324,https://facebook.com/nytimes/posts/10152872027464999,photographer favorite image captured super bowl see shot game,others
5906,https://facebook.com/nytimes/posts/10152014258159999,hillary clinton dropped exhibition venice displayed copy email team curator put together exhibition said clinton visit surprise hillary clinton read email venice art show,others
1278,https://facebook.com/nytimes/posts/10152872419344999,la mascarillas kf fabricadas en corea del sur suelen ser descritas como modas que otros respiradores similares aqu te decimos mo encontrar una que sea aut ntica respiradores kf todo lo que necesitas saber,others
2152,https://facebook.com/nytimes/posts/10152833637699999,read review call u carry amanda gorman new poetry book expansive new book amanda gorman celebrity poet inaugural star,others
6292,https://facebook.com/nytimes/posts/10151928652304999,family love family want kill latest episode new tv show new york taxi driver stuck crippling debt reveals struggle thousand like watch theweeklynyt hulu fx network weekly hulu nyc taxi driver bought medallion became victim reckless lending scheme,sad
8092,https://facebook.com/nytimes/posts/10151602544229999,week top story look ahead north korea mueller weekend briefing,others
4234,https://facebook.com/nytimes/posts/10152441037014999,poet adrian matejka pay tribute chadwick boseman,others
4226,https://facebook.com/nytimes/posts/10152441532604999,surprise small corner internet devoted m frizzle halloween costume school year unleash inner m frizzle,others
3590,https://facebook.com/nytimes/posts/10152548157129999,coronavirus first struck europe nearly broke hospital exhausting infecting killing doctor nurse continent watched horror another virus wave strike nearly equal force place far europe wave wave,sad
5130,https://facebook.com/nytimes/posts/10152214344039999,right start donald judd wanted big art deal super influencer long death degree lived judd world still holland cotter writes many mood pleasure donald judd object,others
4256,https://facebook.com/nytimes/posts/10152439938814999,united state marine convicted killing transgender woman philippine ordered released drawing protest activist marine killed transgender woman philippine ordered released,angry
2577,https://facebook.com/nytimes/posts/10152771237009999,mind michael regan gut longtime new york city employee became first deputy fire commissioner terrorist attack sept regan coordinated score funeral memorial service helped hundred shattered family still could shake guilt world trade center couple month finally shared remorse stunned fire department colleague told helped transport body first deputy fire commissioner bill feehan chief department peter ganci morgue first avenue remember looking back regan said mental block must way cope instant loss thousand including many close friend safety mechanism said saw horrible thing day want think thing mean never forget,others
8457,https://facebook.com/nytimes/posts/1990724041145108,know sam nunberg likely changed onslaught medium appearance monday said special counsel subpoenaed,others
397,https://facebook.com/nytimes/posts/10152881931579999,true extent president vladimir putin russia wealth remains maddeningly opaque even billion dollar sluiced account close friend luxury property connected family member estimate put putin hidden wealth billion,angry
5432,https://facebook.com/nytimes/posts/10152119138674999,top democrat republican charge federal spending said agreement principle temporary funding bill keep government funded end year congressional leader reach tentative deal avert government shutdown,angry
6348,https://facebook.com/nytimes/posts/10151924109729999,barnes noble future subject speculation month hedge fund said would buy million barnes noble sold hedge fund tumultuous year,sad
4112,https://facebook.com/nytimes/posts/10152447747049999,prime minister shinzo abe promised japanese woman power workplace even gave push name womenomics leaving office still waiting shinzo abe vowed japan would help woman shine still waiting,sad
3738,https://facebook.com/nytimes/posts/10152538723254999,weekend million dos pfizer covid vaccine travel plane guarded truck state kicking ambitious vaccination campaign american history first coronavirus vaccine head state starting historic effort,others
434,https://facebook.com/nytimes/posts/10152881543404999,thousand took street russia sunday protest vladimir putin invasion ukraine risking beating getting arrested moscow people placed flower site boris nemtsov russian opposition politician killed defying police russian protest putin decision send troop brotherly nation,others
1351,https://facebook.com/nytimes/posts/10152871737374999,men hockey team beat germany beijing closing preliminary round perfect record mastered olympics far delivering team general manager promised speed tenacity aggressiveness beat germany finish men hockey preliminary round record,others
3650,https://facebook.com/nytimes/posts/10152544001949999,moderna coronavirus vaccine one step closer fda emergency use authorization expected come friday,others
6377,https://facebook.com/nytimes/posts/10151921568339999,effort preserve memory day past year group field researcher france digging documenting cataloging physical remains normandy invasion archaeology day aim preserve soldier left behind,others
1136,https://facebook.com/nytimes/posts/10152873953664999,eileen gu already scooped two olympic medal beijing advanced easily freeski halfpipe final eileen gu qualifies freeski halfpipe taking aim third medal beijing,angry
7769,https://facebook.com/nytimes/posts/2047627135454798,attorney general jeff session white house press secretary sarah huckabee sander offered slightly different view enforcement zero tolerance policy mexico border read,angry
3803,https://facebook.com/nytimes/posts/10152534021749999,breaking news trump administration official passed pfizer offered summer sell coronavirus vaccine dos people familiar matter said pfizer may able provide dos next june trump administration official passed pfizer offered late summer sell vaccine dos,angry
7737,https://facebook.com/nytimes/posts/10151623003704999,paradox europe migration crisis actual number arriving migrant back pre level even politics migration continue shake continent migration europe sharply still crisis,others
5324,https://facebook.com/nytimes/posts/10152127424864999,interview lawmaker aide current former administration official provide window trump trade agreement support labor leader democratic lawmaker voted trade deal decade congress trump trade pact democrat,others
586,https://facebook.com/nytimes/posts/10152879494644999,child suffering immensely need help new study estimate least million child around world lost parent caregiver covid first month pandemic,others
391,https://facebook.com/nytimes/posts/10152881982169999,dead body piling gurney hospital hallway hong kong health system overloaded biggest coronavirus outbreak pandemic people died covid last week latest official statistic show hong kong hospital keep death amid omicron surge,sad
119,https://facebook.com/nytimes/posts/10152884091719999,huge investigation led new zealand authority resulted arrest hundred people around world possessing sharing child sexual abuse material official said dozen child rescued result hundred held new zealand led investigation image child abuse,others
3076,https://facebook.com/nytimes/posts/10152639822059999,china supported un resolution restricting north korea fuel import new satellite image show country ignored violation allowed tanker use infrastructure territorial water smuggle oil north korea illicit oil smuggled north korea china help,angry
2123,https://facebook.com/nytimes/posts/10152834680104999,prime minister boris johnson wife carrie johnson announced birth second child mother daughter well spokeswoman couple told british news medium boris johnson wife carrie johnson announce birth second child,others
7760,https://facebook.com/nytimes/posts/10151621868624999,last minute rally president trump gov henry mcmaster south carolina prevailed republican primary runoff henry mcmaster win governor primary south carolina boost trump,angry
1397,https://facebook.com/nytimes/posts/10152871312379999,opinion people ask met husband tend mumble something met work elizabeth spiers writes guest essay follow question eventually confess bos opinion workplace romance brilliant mistake,others
38,https://facebook.com/nytimes/posts/10152884682464999,fire set raging gun battle southeast ukraine zaporizhzhia nuclear plant extinguished russian troop took control complex dawn friday ukrainian official said fire ukrainian nuclear plant russian troop take control site,angry
236,https://facebook.com/nytimes/posts/10152883273259999,read prepared text president biden state union address released white house full transcript biden state union address,others
6792,https://facebook.com/nytimes/posts/10151839799154999,breaking news nsa shut post program analyzed american phone record touched year privacy legal dispute disputed phone program shut aide say,others
7844,https://facebook.com/nytimes/posts/10151617353274999,denmark took early lead australia follow live update australia v denmark world cup live,sad
2083,https://facebook.com/nytimes/posts/10152835853034999,karen mcdonald unusual move charged ethan crumbley parent involuntary manslaughter said gut judgment despite pushback staff member mcdonald said afraid lose,others
2430,https://facebook.com/nytimes/posts/10152778010039999,across night warming faster day climate change effect amplified city many become urbanized new york time reader shared experience unusually hot summer read,others
292,https://facebook.com/nytimes/posts/10152882840579999,europe soon face largest refugee crisis century un refugee agency warned refugee fled russia invasion ukraine last six day leaving last hour live update explosion shake ukraine second largest city,sad
4724,https://facebook.com/nytimes/posts/10152343697439999,work book selling always challenging said emily powell ceo powell book portland oregon always something new whether big box store amazon happens powell book browse aisle,sad
4693,https://facebook.com/nytimes/posts/10152346283384999,reno flag stolen city hall reno protest returned anonymous note needed protecting looter flag burning rip george floyd world war ii flag taken reno protest returned,others
2442,https://facebook.com/nytimes/posts/10152777439844999,many word make letter try today spelling bee forget word must include center letter,others
6267,https://facebook.com/nytimes/posts/10151930085139999,director bryan singer pay settle claim sexually assaulted year old party bryan singer settle sexual assault lawsuit,angry
720,https://facebook.com/nytimes/posts/10152877927009999,president biden said world would hold russia accountable explosion seen ukraine thursday president putin chosen premeditated war bring catastrophic loss life human suffering biden said statement biden vow hold russia accountable congress call tougher sanction,others
5232,https://facebook.com/nytimes/posts/10152135046559999,lawmaker family paul whelan accused espionage jailed russia visiting wedding last year stepping pressure release detained year american languishes russian prison,angry
3477,https://facebook.com/nytimes/posts/10152555784554999,china approved coronavirus vaccine sinopharm state owned company vaccine use bahrain united arab emirate work sinopharm vaccine work,others
8171,https://facebook.com/nytimes/posts/10151597903859999,bashar al assad government accused using chemical weapon people monday took rotating presidency united nation backed conference disarmament anger spread syria lead global disarmament body,angry
3571,https://facebook.com/nytimes/posts/10152549313294999,jose garcia new mexico farmworker died complication related covid one nine child nurse hospital family member allowed visit battled covid jose garcia new mexico farmworker dy,sad
7449,https://facebook.com/nytimes/posts/10151692449339999,case shocked texas city border patrol agent charged killing claudine anne luera others day killing spree dumping body along roadside unraveling mystery day killing spree border,angry
1125,https://facebook.com/nytimes/posts/10152874034754999,breaking news canadian woman hockey team beat win gold medal beijing dethroning american olympic champion sport canada reclaims gold woman hockey dethroning united state,sad
6145,https://facebook.com/nytimes/posts/10151938225129999,sweet salty refreshing cooking cucumber melon watermelon salad recipe,others
6147,https://facebook.com/nytimes/posts/10151939321864999,victim found room smoke filled home police said woman child found dead staten island police say,sad
7154,https://facebook.com/nytimes/posts/10151774134964999,archivist found photo id soviet kgb agent access dresden headquarters east germany secret police including major vladimir putin would putin stasi id found german archive,others
8521,https://facebook.com/nytimes/posts/10151503660209999,company using president trump tax cut saving buy share good investor much economy trump tax cut hand company spend wage,angry
96,https://facebook.com/nytimes/posts/10152884310409999,russian operation northern ukraine appeared stalled third day kremlin sent troop country senior defense official said thursday morning adding ukrainian force may attacking convoy russian force attempting take major northern city kyiv chernihiv kharkiv pentagon say russian force remain stalled ukraine north,others
383,https://facebook.com/nytimes/posts/10152882046749999,breaking news escalated sanction freeze russian central bank asset sanction limit russia ability finance destabilizing activity treasury secretary janet yellen said follow update escalates sanction freeze russian central bank asset,others
7873,https://facebook.com/nytimes/posts/10151615519814999,family american citizen arrested peaceful demonstration vietnam called donald trump administration intervene behalf protester held vietnam confesses state television,sad
402,https://facebook.com/nytimes/posts/10152881805849999,facebook parent company meta said shut influence hacking campaign targeting ukraine effort tied people russia ukraine well hacking group thought affiliated belarus meta executive said facebook parent company say shut digital operation targeting ukraine,others
6748,https://facebook.com/nytimes/posts/10151842382804999,facebook said would reduce visibility group page spread vaccine hoax reject ad include vaccine misinformation facebook announces plan curb vaccine misinformation,others
1722,https://facebook.com/nytimes/posts/10152868481069999,federal judge ordered air force pay million survivor family victim shooting texas church air force failed report gunman criminal history air force ordered pay million victim church shooting,others
1604,https://facebook.com/nytimes/posts/10152869398429999,first people come america crossing land bridge geneticist jennifer raff say new book origin genetic history america masterly retelling arrived reviewer writes first american arrive via land bridge geneticist say,others
7711,https://facebook.com/nytimes/posts/2106208142775045,solving new york time crossword puzzle wordplay columnist deb amlen assistant puzzle editor sam ezersky hint encouragement put guess comment new crossword follow guide http nyti m bwui,others
8314,https://facebook.com/nytimes/posts/10151520556659999,california city different approach sale marijuana oakland embrace marijuana sale compton ban justice best served,others
3529,https://facebook.com/nytimes/posts/10152552171639999,rough year homo sapiens human quarantined bird bug fish mammal put ingenuity display wildest animal news,others
8330,https://facebook.com/nytimes/posts/1994643944086451,syria enters eighth year conflict lina sergie attar syrian american architect reflects devastation ripped city apart one year ago,sad
6155,https://facebook.com/nytimes/posts/10151938970809999,republican lost time comparing president donald trump decision call missile strike iran barack obama shelving strike syria comparison overlook important difference backed strike trump obama clinton,others
6261,https://facebook.com/nytimes/posts/10151930916089999,christchurch case spurred deep question worldwide radicalization internet someone develop much hate stop continuing christchurch case continues internet go trial,sad
5764,https://facebook.com/nytimes/posts/10152024277289999,one man say suffered brain hemorrhage others serious bone fracture doctor described one injury broken arm caused assault police dressed protester undercover police hong kong severely injured people,angry
374,https://facebook.com/nytimes/posts/10152882124264999,global market rocked oil price rose sanction isolated russia economy ukraine crisis continued latest oil price climb ukraine crisis deepens,sad
2944,https://facebook.com/nytimes/posts/10152703711544999,senate confirmed president biden first two judicial nominee modest republican support touching liberal sprint fill score federal vacancy aimed ideologically rebalancing diversifying court trump era senate confirms first biden judge beginning push rebalance court,others
1725,https://facebook.com/nytimes/posts/10152868459629999,california set end universal indoor mask mandate next week roll back restriction aimed curbing spread omicron variant coronavirus official announced monday california end indoor mask mandate next week,others
6476,https://facebook.com/nytimes/posts/10151914158014999,taxi permit holder new york fell deep debt official blamed apps like uber lyft look real cause crisis listen today episode daily actually happened new york taxi driver,sad
6380,https://facebook.com/nytimes/posts/10151921448959999,fact checked president donald trump claim trade protest brexit approval rating fact checking trump london visit trade protest brexit,others
525,https://facebook.com/nytimes/posts/10152880313464999,ready ukraine civilian take arm volunteer fighter armed assault rifle patrolled central kyiv friday poised defend country follow live update,others
